rt,url,experiment_phase,refresh_count,trial_type,trial_index,time_elapsed,experiment_name,assignmentId,hitId,workerId,turkSubmitTo,previewMode,outsideTurk,platform,start_time,condition,end_time,total_time,ip_address,version_date,anon_id,debug_mode,completion_code,seed,redirect_url,worker_info,browser_events,success,screen_width,screen_height,window_width,window_height,form_name,form_id,instructions_viewed_count,view_history,stimulus,key_press,key_name,response_label,stimulus_number,attention_check_on,attention_check_passed,image_shown_count,repeat,responses,form_data,sona_id
1682.3999998569489,,main,1,single-stim-rev-cor-trial,10,141560,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/112.jpg,74.0,j,no GAD,112.0,False,False,1.0,False,,,
3148.5,,main,1,single-stim-rev-cor-trial,11,144710,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/135.jpg,70.0,f,GAD,135.0,False,True,1.0,False,,,
1456.2000000476837,,main,1,single-stim-rev-cor-trial,12,146168,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/154.jpg,74.0,j,no GAD,154.0,False,False,1.0,False,,,
1185.2000000476837,,main,1,single-stim-rev-cor-trial,13,147355,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/28.jpg,74.0,j,no GAD,28.0,False,False,1.0,False,,,
2735.7000000476837,,main,1,single-stim-rev-cor-trial,14,150092,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/100.jpg,74.0,j,no GAD,100.0,False,False,1.0,False,,,
6232.100000143051,,main,1,single-stim-rev-cor-trial,15,156326,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/98.jpg,70.0,f,GAD,98.0,False,True,1.0,False,,,
992.2000000476837,,main,1,single-stim-rev-cor-trial,16,157320,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/114.jpg,70.0,f,GAD,114.0,False,True,1.0,False,,,
2864.4000000953674,,main,1,single-stim-rev-cor-trial,17,160186,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/40.jpg,74.0,j,no GAD,40.0,False,False,1.0,False,,,
1851.7000000476837,,main,1,single-stim-rev-cor-trial,18,162039,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/133.jpg,70.0,f,GAD,133.0,False,True,1.0,False,,,
2675.2999999523163,,main,1,single-stim-rev-cor-trial,19,164716,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/91.jpg,74.0,j,no GAD,91.0,False,False,1.0,False,,,
2373.0,,main,1,single-stim-rev-cor-trial,20,167091,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/74.jpg,74.0,j,no GAD,74.0,False,False,1.0,False,,,
3359.2000000476837,,main,1,single-stim-rev-cor-trial,21,170452,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/229.jpg,74.0,j,no GAD,229.0,False,False,1.0,False,,,
866.3999998569489,,main,1,single-stim-rev-cor-trial,22,171320,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/211.jpg,70.0,f,GAD,211.0,False,True,1.0,False,,,
868.6999998092651,,main,1,single-stim-rev-cor-trial,23,172191,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/51.jpg,70.0,f,GAD,51.0,False,True,1.0,False,,,
1244.8999998569489,,main,1,single-stim-rev-cor-trial,24,173437,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/70.jpg,70.0,f,GAD,70.0,False,True,1.0,False,,,
1930.6000001430511,,main,1,single-stim-rev-cor-trial,25,175369,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/165.jpg,74.0,j,no GAD,165.0,False,False,1.0,False,,,
1689.5999999046326,,main,1,single-stim-rev-cor-trial,26,177061,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/259.jpg,70.0,f,GAD,259.0,False,True,1.0,False,,,
1094.0999999046326,,main,1,single-stim-rev-cor-trial,27,178156,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/120.jpg,70.0,f,GAD,120.0,False,True,1.0,False,,,
3412.4000000953674,,main,1,single-stim-rev-cor-trial,28,181570,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/168.jpg,74.0,j,no GAD,168.0,False,False,1.0,False,,,
1328.9000000953674,,main,1,single-stim-rev-cor-trial,29,182900,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/103.jpg,74.0,j,no GAD,103.0,False,False,1.0,False,,,
1084.2000000476837,,main,1,single-stim-rev-cor-trial,30,183986,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/240.jpg,74.0,j,no GAD,240.0,False,False,1.0,False,,,
1952.7999999523163,,main,1,single-stim-rev-cor-trial,31,185940,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/273.jpg,74.0,j,no GAD,273.0,False,False,1.0,False,,,
830.7999999523163,,main,1,single-stim-rev-cor-trial,32,186773,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/82.jpg,74.0,j,no GAD,82.0,False,False,1.0,False,,,
1370.2999999523163,,main,1,single-stim-rev-cor-trial,33,188145,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/204.jpg,74.0,j,no GAD,204.0,False,False,1.0,False,,,
1272.9000000953674,,main,1,single-stim-rev-cor-trial,34,189420,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/130.jpg,74.0,j,no GAD,130.0,False,False,1.0,False,,,
1554.1999998092651,,main,1,single-stim-rev-cor-trial,35,190975,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/43.jpg,74.0,j,no GAD,43.0,False,False,1.0,False,,,
2611.699999809265,,main,1,single-stim-rev-cor-trial,36,193588,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/200.jpg,74.0,j,no GAD,200.0,False,False,1.0,False,,,
1591.5,,main,1,single-stim-rev-cor-trial,37,195181,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/9.jpg,74.0,j,no GAD,9.0,False,False,1.0,False,,,
1321.3999998569489,,main,1,single-stim-rev-cor-trial,38,196504,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/217.jpg,74.0,j,no GAD,217.0,False,False,1.0,False,,,
799.4000000953674,,main,1,single-stim-rev-cor-trial,39,197306,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/27.jpg,70.0,f,GAD,27.0,False,True,1.0,False,,,
840.5,,main,1,single-stim-rev-cor-trial,40,198148,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/4.jpg,70.0,f,GAD,4.0,False,True,1.0,False,,,
973.6000001430511,,main,1,single-stim-rev-cor-trial,41,199123,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/169.jpg,70.0,f,GAD,169.0,False,True,1.0,False,,,
1025.2000000476837,,main,1,single-stim-rev-cor-trial,42,200150,judging_faces,,,,,False,True,turk,2025-03-25T16:08:58Z,gad,2025-03-25T16:22:00Z,779714,"""100.64.0.2""",2025-03-11,b7rgecm91q5gwpo,False,2785118609-exa-1898957330-mple,1742918938773,https://uiuc.sona-systems.com/webstudy_credit.aspxexperiment_id=&credit_token=&survey_code=,"{'assignmentId': '', 'hitId': '', 'workerId': '', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': True, 'platform': 'turk'}",[],,,,,,,,,,src/images/main/176.jpg,74.0,j,no GAD,176.0,False,False,1.0,False,,,
